,words,IPA
37186,rampage,rɑmpeIdZ
37187,rampage,rɑmpeIdZ
37188,rampageous,rɑmpeIdZ@s
37189,rampant,rɑmp@nt
37190,rampantly,rɑmp@ntlI
37191,rampart,rɑmpAt
37192,ramrod,rɑmrOd
37193,ramshackle,"rɑmSɑkl,"
37194,ranch,rAntS
37195,rancher,rAntS@rɞ
37196,ranchhouse,rAntShaUs
37197,rancid,rɑnsId
37198,rancidity,rɑnsId@tI
37199,rancorous,rɑNk@r@s
37200,rancorously,rɑNk@r@slI
37201,rancour,rɑNk@rɞ
37202,rand,rɑnd
37203,randiness,rɑndInIs
37204,random,rɑnd@m
37205,random,rɑnd@m
37206,randomly,rɑnd@mlI
37207,randomness,rɑnd@mnIs
37208,randomsample,"rɑnd@msAmpl,"
37209,randy,rɑndI
37210,ranee,rAni
37211,range,reIndZ
37212,range,reIndZ
37213,range-finder,reIndZfaInd@rɞ
37214,rangeover,reIndZ@Uv@rɞ
37215,ranger,reIndZ@rɞ
37216,rani,rAnI
37217,rank,rɑNk
37218,rank,rɑNk
37219,rank,rɑNk
37220,rankandfile,rɑNkɑndfaIl
37221,ranker,rɑNk@rɞ
37222,ranking,rɑNkIN
37223,rankle,"rɑNkl,"
37224,rankly,rɑNklI
37225,rankness,rɑNknIs
37226,ranks,rɑNks
37227,ransack,rɑnsɑk
37228,ransom,rɑns@m
37229,ransom,rɑns@m
37230,ransomer,rɑns@m@rɞ
37231,rant,rɑnt
37232,rant,rɑnt
37233,ranter,rɑnt@rɞ
37234,rap,rɑp
37235,rap,rɑp
37236,rapacious,r@peIS@s
37237,rapaciously,r@peIS@slI
37238,rapaciousness,r@peIS@s
37239,rapacity,r@pɑs@tI
37240,rape,reIp
37241,rape,reIp
37242,Raphael,rɑfeI@l
37243,rapid,rɑpId
37244,rapid,rɑpId
37245,rapidity,r@pId@tI
37246,rapidly,rɑpIdlI
37247,rapier,reIpj@rɞ
37248,rapier-thrust,reIpj@TrVst
37249,rapine,rɑpaIn
37250,rapist,reIpIst
37251,rapout,rɑpaUt
37252,rapport,rɑpOrɞ
37253,rapprochement,rɑprOSmA~N
37254,rapscallion,rɑpskɑlj@n
37255,rapt,rɑpt
37256,raptly,rɑptlI
37257,raptness,rɑptnIs
37258,rapture,rɑptS@rɞ
37259,rapturous,rɑptS@r@s
37260,rapturously,rɑptS@r@slI
37261,rare,rE@rɞ
37262,rarebit,rE@bIt
37263,rareearth,rE@r3T
37264,rarefaction,"rE@rIfɑkSn,"
37265,rarefied,rE@rIfaId
37266,rarefy,rE@rIfaI
37267,rarely,rE@lI
37268,rareness,rE@nIs
37269,raring,rE@rIN
37270,rarity,rE@r@tI
37271,rascal,rAsk@l
37272,rascally,rAsk@lI
37273,rash,rɑS
37274,rash,rɑS
37275,rasher,rɑS@rɞ
37276,rashly,rɑSlI
37277,rashness,rɑSnIs
37278,rasp,rAsp
37279,rasp,rAsp
37280,raspberry,rAzb@rI
37281,rasping,rAspIN
37282,raspingly,rAspINlI
37283,rat,rɑt
37284,rat,rɑt
37285,rat-a-tat,rɑt@tɑt
37286,rat-a-tat-tat,rɑt@tɑtɑt
37287,ratch,rɑtS
37288,ratchet,rɑtSIt
37289,rate,reIt
37290,rate,reIt
37291,rateability,reIt@bIl@tI
37292,rateable,"reIt@bl,"
37293,rateofexchange,reItOvIkstSeIndZ
37294,ratepayer,reItpeI@rɞ
37295,rather,rAD@rɞ
37296,rather,rAD@rɞ
37297,ratification,"rɑtIfIkeISn,"
37298,ratify,rɑtIfaI
37299,rating,reItIN
37300,ratio,reISI@U
37301,ratiocinate,rɑtIOsIneIt
37302,ratiocination,"rɑtIOsIneISn,"
37303,ration,"rɑSn,"
37304,ration,"rɑSn,"
37305,rational,"rɑS@nl,"
37306,rationale,rɑS@nAl
37307,rationalism,"rɑSn,@lIz@m"
37308,rationalist,"rɑSn,@lIst"
37309,rationalist,"rɑSn,@lIst"
37310,rationalistic,"rɑSn,@lIstIk"
37311,rationality,rɑS@nɑl@tI
37312,rationalization,"rɑSn,@laIzeISn,"
37313,rationalize,"rɑSn,@laIz"
37314,rationally,"rɑSn,@lI"
37315,rationbook,"rɑSn,bUk"
37316,rationout,"rɑSn,aUt"
37317,rations,"rɑSn,z"
37318,ratline,rɑtlIn
37319,ratrace,rɑtreIs
37320,rats,rɑts
37321,rat-tail,rɑtteIl
37322,rattan,r@tɑn
37323,rat-tat,rɑtɑt
37324,ratter,rɑt@rɞ
37325,rattle,"rɑtl,"
37326,rattle,"rɑtl,"
37327,rattlebrained,"rɑtl,breInd"
37328,rattleoff,"rɑtl,Of"
37329,rattleon,"rɑtl,On"
37330,rattle-pated,"rɑtl,peItId"
37331,rattler,"rɑtl,@rɞ"
37332,rattlesnake,"rɑtl,sneIk"
37333,rattlethrough,"rɑtl,Tru"
37334,rattletrap,"rɑtl,trɑp"
37335,rattling,"rɑtl,IN"
37336,rattling,"rɑtl,IN"
37337,ratty,rɑtI
37338,raucous,rOk@s
37339,raucously,rOk@slI
37340,raucousness,rOk@snIs
37341,raunchiness,rOntSInIs
37342,raunchy,rOntSI
37343,ravage,rɑvIdZ
37344,ravages,rɑvIdZIz
37345,rave,reIv
37346,rave,reIv
37347,raveabout,reIv@baUt
37348,ravel,"rɑvl,"
37349,raven,"reIvn,"
37350,raven,"rɑvn,"
37351,raven-haired,"reIvn,hE@d"
37352,ravening,"rɑvn,IN"
37353,ravenous,rɑv@n@s
37354,ravenously,rɑv@n@slI
37355,raver,reIv@rɞ
37356,rave-up,reIvVp
37357,ravine,r@vin
37358,raving,reIvIN
37359,raving,reIvIN
37360,ravings,reIvINz
37361,ravioli,rɑvI@UlI
37362,ravish,rɑvIS
37363,ravishing,rɑvISIN
37364,ravishingly,rɑvISINlI
37365,ravishment,rɑvISm@nt
37366,raw,rO
37367,raw,rO
37368,raw-boned,rOb@Und
37369,rawdeal,rOdil
37370,rawhide,rOhaId
37371,rawly,rOlI
37372,rawmaterial,rOm@tI@rI@l
37373,rawness,rOnIs
37374,ray,reI
37375,ray,reI
37376,rayon,reIOn
37377,raze,reIz
37378,razor,reIz@rɞ
37379,razor,reIz@rɞ
37380,razorback,reIz@bɑk
37381,razor-backed,reIz@bɑkt
37382,razor-blade,reIz@bleId
37383,razor-edge,reIz@rEdZ
37384,razor'sedge,reIz@zEdZ
37385,razzle,rɑz@l
37386,razzle-dazzle,"rɑzl,dɑzl,"
37387,R.C.,Asi
37388,Rd,r@Ud
37389,re,reI
37390,re,ri
37391,'re,@rɞ
37392,reach,ritS
37393,reach,ritS
37394,reach-me-down,ritSmIdaUn
37395,reachout,ritSaUt
37396,react,rIɑkt
37397,reactagainst,rIɑkt@gEnst
37398,reaction,"rIɑkSn,"
37399,reactionary,"rIɑkSn,@rI"
37400,reactionary,"rIɑkSn,@rI"
37401,reactivate,rIɑktIveIt
37402,reactive,rIɑktIv
37403,reactively,rIɑktIvlI
37404,reactiveness,rIɑktIvnIs
37405,reacton,rIɑktOn
37406,reactor,rIɑkt@rɞ
37407,reactupon,rIɑkt@pOn
37408,read,rid
37409,read,rid
37410,readability,rid@bIl@tI
37411,readable,"rid@bl,"
37412,readdress,ri@drEs
37413,reader,rid@rɞ
37414,readership,rid@SIp
37415,readfor,ridfOrɞ
37416,readily,rEdIlI
37417,readiness,rEdInIs
37418,reading,ridIN
37419,readingdesk,ridINdEsk
37420,reading-glasses,ridINglAsIz
37421,reading-lamp,ridINlɑmp
37422,reading-room,ridINrUm
37423,readinto,ridIntu
37424,readjust,ri@dZVst
37425,readjustment,ri@dZVstm@nt
37426,readout,ridaUt
37427,readout,ridaUt
37428,readover,rid@Uv@rɞ
37429,read-through,ridTru
37430,readthrough,ridTru
37431,readup,ridVp
37432,ready,rEdI
37433,ready,rEdI
37434,ready,rEdI
37435,ready,rEdI
37436,ready,rEdI
37437,readycash,rEdIkɑS
37438,ready-made,rEdImeId
37439,ready-made,rEdImeId
37440,readymoney,rEdImVnI
37441,readyreckoner,"rEdIrEkn,@rɞ"
37442,ready-to-wear,rEdItuwE@rɞ
37443,reaffirm,ri@f3m
37444,reafforest,ri@fOrIst
37445,reafforestation,"ri@fOrIsteISn,"
37446,reagent,rieIdZ@nt
37447,real,rI@l
37448,real,reIAl
37449,real,rI@l
37450,real,rI@l
37451,realestate,rI@lIsteIt
37452,realestateagent,rI@lIsteIteIdZ@nt
37453,realign,ri@laIn
37454,realignment,ri@laInm@nt
37455,realism,rI@lIz@m
37456,realist,rI@lIst
37457,realistic,rI@lIstIk
37458,realistically,rI@lIstIk@lI
37459,reality,rIɑl@tI
37460,realizable,"rI@laIz@bl,"
37461,realization,"rI@laIzeISn,"
37462,realize,rI@laIz
37463,realizeon,rI@laIzOn
37464,really,rI@lI
37465,realm,rElm
37466,realness,rI@lnIs
37467,realpolitik,reIAlpOlItik
37468,realproperty,rI@lprOp@tI
37469,realtime,rI@ltaIm
37470,realtor,rI@lt@rɞ
37471,realty,rI@ltI
37472,ream,rim
37473,reanimate,riɑnImeIt
37474,reap,rip
37475,reaper,rip@rɞ
37476,reaperandbinder,rip@rɑndbaInd@rɞ
37477,reaphook,riphUk
37478,reaping-hook,ripINhUk
37479,reappear,ri@pI@rɞ
37480,reappearance,ri@pI@r@ns
37481,reappraisal,ri@preIz@l
37482,rear,rI@rɞ
37483,rear,rI@rɞ
37484,rear-admiral,rI@ɑdm@r@l
37485,rearguard,rI@gAd
37486,rearm,riAm
37487,rearmament,rIAm@m@nt
37488,rearmost,rI@m@Ust
37489,rearrange,ri@reIndZ
37490,rearrangement,ri@reIndZm@nt
37491,rearward,rI@w@d
37492,rearward,rI@w@d
37493,rearward,rI@w@d
37494,rearwards,rI@w@dz
37495,reason,"rizn,"
37496,reason,"rizn,"
37497,reasonable,"rizn,@bl,"
37498,reasonableness,"rizn,@bl,nIs"
37499,reasonably,"rizn,@blI"
37500,reasoned,"rizn,d"
37501,reasoner,"rizn,@rɞ"
37502,reasoning,"rizn,IN"
37503,reasonless,"rizn,lIs"
37504,reasonout,"rizn,aUt"
37505,reasonwith,"rizn,wID"
37506,reassurance,ri@SOr@ns
37507,reassure,ri@SOrɞ
37508,reassuring,ri@SOrIN
37509,reassuringly,ri@SOrINlI
37510,rebarbative,rIbAb@tIv
37511,rebate,ribeIt
37512,rebel,"rEbl,"
37513,rebel,rIbEl
37514,rebellion,rIbElj@n
37515,rebellious,rIbElj@s
37516,rebelliously,rIbElj@slI
37517,rebelliousness,rIbElj@snIs
37518,rebind,ribaInd
37519,rebirth,rib3T
37520,reborn,ribOn
37521,rebound,ribaUnd
37522,rebound,rIbaUnd
37523,reboundon,rIbaUndOn
37524,reboundupon,rIbaUnd@pOn
37525,rebuff,rIbVf
37526,rebuff,rIbVf
37527,rebuild,ribIld
37528,rebuke,rIbjuk
37529,rebuke,rIbjuk
37530,rebukingly,rIbjukINlI
37531,rebus,rib@s
37532,rebut,rIbVt
37533,rebuttal,"rIbVtl,"
37534,recalcitrance,rIkɑlsItr@ns
37535,recalcitrancy,rIkɑlsItr@nssI
37536,recalcitrant,rIkɑlsItr@nt
37537,recalcitrant,rIkɑlsItr@nt
37538,recall,rIkOl
37539,recall,rIkOl
37540,recallable,"rIkOl@bl,"
37541,recant,rIkɑnt
37542,recantation,"rikɑnteISn,"
37543,recap,rikɑp
37544,recap,rikɑp
37545,recap,rikɑp
37546,recapitulate,rik@pItjUleIt
37547,recapitulation,"rik@pItjUleISn,"
37548,recapture,rikɑptS@rɞ
37549,recast,rikAst
37550,recce,rEkI
37551,recd,rIsivd
37552,recede,rIsid
37553,receipt,rIsit
37554,receipt,rIsit
37555,receipts,rIsits
37556,receivable,"rIsiv@bl,"
37557,receive,rIsiv
37558,received,rIsivd
37559,receiver,rIsiv@rɞ
37560,receivership,rIsiv@SIp
37561,receiving,rIsivIN
37562,receiving-set,rIsivINsEt
37563,recent,"risn,t"
37564,recently,"risn,tlI"
37565,recentness,"risn,tnIs"
37566,receptacle,"rIsEpt@kl,"
37567,reception,"rIsEpSn,"
37568,reception-desk,"rIsEpSn,dEsk"
37569,receptionist,rIsEpS@nIst
37570,receptionroom,"rIsEpSn,rUm"
37571,receptive,rIsEptIv
37572,receptively,rIsEptIvlI
37573,receptiveness,rIsEptIvnIs
37574,receptivity,rEsEptIv@tI
37575,recess,rIsEs
37576,recess,rIsEs
37577,recession,"rIsESn,"
37578,recessional,"rIsES@nl,"
37579,recessional,"rIsES@nl,"
37580,recessive,rIsEsIv
37581,recharge,ritSAdZ
37582,rechauffe,reIS@UfeI
37583,recherche,r@SE@SeI
37584,recidivism,rIsIdIvIz@m
37585,recidivist,rIsIdIvIst
37586,recipe,rEsIpI
37587,recipient,rIsIpI@nt
37588,reciprocal,"rIsIpr@kl,"
37589,reciprocally,rIsIpr@k@lI
37590,reciprocate,rIsIpr@keIt
37591,reciprocatingengine,rIsIpr@keItINEndZIn
37592,reciprocation,"rIsIpr@keISn,"
37593,reciprocity,rEsIprOs@tI
37594,recital,"rIsaItl,"
37595,recitation,"rEsIteISn,"
37596,recitative,rEsIt@tiv
37597,recite,rIsaIt
37598,reciter,rIsaIt@rɞ
37599,reckless,rEklIs
37600,recklessly,rEklIslI
37601,recklessness,rEklIsnIs
37602,reckon,rEk@n
37603,reckoner,"rEkn,@rɞ"
37604,reckonin,rEk@nIn
37605,reckoning,"rEkn,IN"
37606,reckonon,rEk@nOn
37607,reckonup,rEk@nVp
37608,reckonwith,rEk@nwID
37609,reckonwithout,rEk@nwIDaUt
37610,reclaim,rIkleIm
37611,reclamation,"rEkl@meISn,"
37612,recline,rIklaIn
37613,recluse,rIklus
37614,recognition,"rEk@gnISn,"
37615,recognizable,"rEk@gnaIz@bl,"
37616,recognizably,rEk@gnaIz@blI
37617,recognizance,rIkOgnIz@ns
37618,recognize,rEk@gnaIz
37619,recoil,rikOIl
37620,recoil,rIkOIl
37621,recoilon,rIkOIlOn
37622,recollect,rEk@lEkt
37623,recollection,"rEk@lEkSn,"
37624,recommend,rEk@mEnd
37625,recommendation,"rEk@mEndeISn,"
37626,recommendto,rEk@mEndtu
37627,recompense,rEk@mpEns
37628,recompense,rEk@mpEns
37629,reconcilable,"rEk@nsaIl@bl,"
37630,reconcile,rEk@nsaIl
37631,reconcilement,rEk@nsaIlm@nt
37632,reconcileto,rEk@nsaIltu
37633,reconciliation,"rEk@nsIlIeISn,"
37634,recondite,rEk@ndaIt
37635,reconditeness,rEk@ndaItnIs
37636,recondition,"rik@ndISn,"
37637,reconnaissance,rIkOnIs@ns
37638,reconnoitre,rEk@nOIt@rɞ
37639,reconsider,rik@nsId@rɞ
37640,reconsideration,"rik@nsId@reISn,"
37641,reconstitute,rikOnstItjut
37642,reconstruct,rik@nstrVkt
37643,reconstruction,"rik@nstrVkSn,"
37644,record,rEkOd
37645,record,rIkOd
37646,record,rEkOd
37647,record-breaking,rEkOdbreIkIN
37648,recordeddelivery,rIkOdIddIlIv@rI
37649,recorder,rIkOd@rɞ
37650,recording,rIkOdIN
37651,recordlibrary,rEkOdlaIbr@rI
37652,record-player,rEkOdpleI@rɞ
37653,recount,rikaUnt
37654,recount,rIkaUnt
37655,recount,rikaUnt
37656,recoup,rIkup
37657,recourse,rIkOs
37658,recover,rIkVv@rɞ
37659,re-cover,rikVv@rɞ
37660,recoverable,"rIkVv@r@bl,"
37661,recovery,rIkVv@rI
37662,recreant,rEkrI@nt
37663,recreant,rEkrI@nt
37664,recreate,rikrieIt
37665,recreation,"rEkrIeISn,"
37666,recreational,"rEkrIeISn,@l"
37667,recreationground,"rEkrIeISn,graUnd"
37668,recreationroom,"rEkrIeISn,rUm"
37669,recriminate,rIkrImIneIt
37670,recrimination,"rIkrImIneISn,"
37671,recriminatory,rIkrImIn@t@rI
37672,recrudescence,"rikrudEsn,s"
37673,recrudescent,"rikrudEsn,t"
37674,recruit,rIkrut
37675,recruit,rIkrut
37676,recruitment,rIkrutm@nt
37677,rectal,rEkt@l
37678,rectangle,"rEktɑNgl,"
37679,rectangular,rEktɑNgjUl@rɞ
37680,rectification,"rEktIfIkeISn,"
37681,rectifier,rEktIfaI@rɞ
37682,rectify,rEktIfaI
37683,rectilinear,rEktIlInI@rɞ
37684,rectitude,rEktItjud
37685,recto,rEkt@U
37686,recto,rEkt@U
37687,rector,rEkt@rɞ
37688,rectory,rEkt@rI
37689,rectum,rEkt@m
37690,recumbent,rIkVmb@nt
37691,recuperate,rIkup@reIt
37692,recuperation,"rIkup@reISn,"
37693,recuperative,rIkup@r@tIv
37694,recur,rIk3rɞ
37695,recurrence,rIkVr@ns
37696,recurrent,rIkVr@nt
37697,recurrently,rIkVr@ntlI
37698,recurto,rIk3tu
37699,recurve,rik3v
37700,recurved,rik3vd
37701,recusancy,rEkjUz@nsI
37702,recusant,rEkjUz@nt
37703,recusant,rEkjUz@nt
37704,recycle,"risaIkl,"
37705,red,rEd
37706,red,rEd
37707,Red,rEd
37708,Red,rEd
37709,redact,rIdɑkt
37710,redaction,"rIdɑkSn,"
37711,redadmiral,rEdɑdm@r@l
37712,redbloodcell,rEdblVdsEl
37713,red-blooded,rEdblVdId
37714,redbreast,rEdbrEst
37715,redbrick,rEdbrIk
37716,redbrick,rEdbrIk
37717,redcap,rEdkɑp
37718,redcarpet,rEdkApIt
37719,redcent,rEdsEnt
37720,redcoat,rEdk@Ut
37721,redcorpuscle,"rEdkOpVsl,"
37722,RedCrescent,"rEdkrEsn,t"
37723,RedCross,rEdkrOs
37724,redcurrant,rEdkVr@nt
37725,reddeer,rEddI@rɞ
37726,redden,"rEdn,"
37727,reddish,rEdIS
37728,redecorate,ridEk@reIt
37729,redeem,rIdim
37730,redeemable,"rIdim@bl,"
37731,Redeemer,rIdim@rɞ
37732,redeemingfeature,rIdimINfitS@rɞ
37733,redemption,"rIdEmpSn,"
37734,redemptive,rIdEmptIv
37735,redensign,rEdEnsaIn
37736,redeploy,ridIplOI
37737,redeployment,ridIplOIm@nt
37738,redflag,rEdflɑg
37739,redgiant,rEddZaI@nt
37740,red-handed,rEdhɑndId
37741,redhead,rEdhEd
37742,red-hot,rEdhOt
37743,rediffusion,"ridIfjuZn,"
37744,RedIndian,rEdIndj@n
37745,redirect,ridIrEkt
37746,redistribute,ridIstrIbjut
37747,redistribution,"ridIstrIbjuSn,"
37748,redlead,rEdlEd
37749,red-letterday,rEdlEt@deI
37750,redlight,rEdlaIt
37751,red-lightdistrict,rEdlaItdIstrIkt
37752,redmeat,rEdmit
37753,redness,rEdnIs
37754,redo,ridu
37755,redolence,rEd@l@ns
37756,redolent,rEd@l@nt
37757,redouble,"ridVbl,"
37758,redoubt,rIdaUt
37759,redoubtable,"rIdaUt@bl,"
37760,redoundon,rIdaUndOn
37761,redoundto,rIdaUndtu
37762,redpepper,rEdpEp@rɞ
37763,redress,rIdrEs
37764,redress,ridrEs
37765,red-rimmed,rEdrImd
37766,redsetter,rEdsEt@rɞ
37767,redskin,rEdskIn
37768,redsquirrel,rEdskwIr@l
37769,redtape,rEdteIp
37770,reduce,rIdjus
37771,reducedcircumstances,rIdjusts3k@mst@nsIz
37772,reduceto,rIdjustu
37773,reducible,"rIdjus@bl,"
37774,reductioadabsurdum,rIdVktI@Uɑd@bs3d@m
37775,reduction,"rIdVkSn,"
37776,redundance,rIdVnd@ns
37777,redundancy,rIdVnd@nsI
37778,redundancypay,rIdVnd@nsIpeI
37779,redundant,rIdVnd@nt
37780,redundantly,rIdVnd@ntlI
37781,reduplicate,rIdjuplIkeIt
37782,reduplication,"rIdjuplIkeISn,"
37783,redwing,rEdwIN
37784,redwood,rEdwUd
37785,re-echo,riEk@U
37786,re-echo,riEk@U
37787,reed,rid
37788,reediness,ridInIs
37789,reedinstrument,ridInstrUm@nt
37790,reeds,ridz
37791,reeducate,riEdjUkeIt
37792,reeducation,"riEdjUkeISn,"
37793,reedy,ridI
37794,reef,rif
37795,reef,rif
37796,reefer,rif@rɞ
37797,reef-knot,rifnOt
37798,reek,rik
37799,reek,rik
37800,reekof,rikOv
37801,reekwith,rikwID
37802,reel,ril
37803,reel,ril
37804,reeloff,rilOf
37805,re-entry,riEntrI
37806,reeve,riv
37807,ref,rEf
37808,ref.,rEfr@ns
37809,reface,rifeIs
37810,refashion,"rifɑSn,"
37811,refection,"rIfEkSn,"
37812,refectory,rIfEkt@rI
37813,referable,"rIf3r@bl,"
37814,referableto,"rIf3r@bl,tu"
37815,referee,rEf@ri
37816,referee,rEf@ri
37817,reference,rEfr@ns
37818,referencebook,rEfr@nsbUk
37819,referencelibrary,rEfr@nslaIbr@rI
37820,referencemark,rEfr@nsmAk
37821,referendum,rEf@rEnd@m
37822,referential,"rEf@rEnSl,"
37823,referto,rIf3tu
37824,refill,rifIl
37825,refill,rifIl
37826,refine,rIfaIn
37827,refined,rIfaInd
37828,refinement,rIfaInm@nt
37829,refineon,rIfaInOn
37830,refiner,rIfaIn@rɞ
37831,refinery,rIfaIn@rI
37832,refineupon,rIfaIn@pOn
37833,refit,rifIt
37834,refit,rifIt
37835,refl.,rIflEksIv
37836,reflate,rifleIt
37837,reflation,"rifleISn,"
37838,reflect,rIflEkt
37839,reflectingtelescope,rIflEktINtElIsk@Up
37840,reflection,"rIflEkSn,"
37841,reflective,rIflEktIv
37842,reflectively,rIflEktIvlI
37843,reflecton,rIflEktOn
37844,reflector,rIflEkt@rɞ
37845,reflectupon,rIflEkt@pOn
37846,reflex,riflEks
37847,reflexaction,"riflEksɑkSn,"
37848,reflexcamera,riflEkskɑm@r@
37849,reflexes,riflEksIz
37850,reflexive,rIflEksIv
37851,reflexive,rIflEksIv
37852,refloat,rifl@Ut
37853,reflux,riflVks
37854,refoot,rifUt
37855,reforest,rifOrIst
37856,reforestation,"rifOrIsteISn,"
37857,reform,rIfOm
37858,reform,rifOm
37859,re-form,rifOm
37860,reformation,"rEf@meISn,"
37861,re-formation,"rifOmeISn,"
37862,Reformation,"rEf@meISn,"
37863,reformative,rIfOm@tIv
37864,reformatory,rIfOm@t@rI
37865,reformatory,rIfOm@t@rI
37866,reformer,rIfOm@rɞ
37867,reformschool,rIfOmskul
37868,refract,rIfrɑkt
37869,refractingtelescope,rIfrɑktINtElIsk@Up
37870,refraction,"rIfrɑkSn,"
37871,refractory,rIfrɑkt@rI
37872,refractorybrick,rIfrɑkt@rIbrIk
37873,refrain,rIfreIn
37874,refrain,rIfreIn
37875,refresh,rIfrES
37876,refresher,rIfrES@rɞ
37877,refreshercourse,rIfrES@kOs
37878,refreshing,rIfrESIN
37879,refreshingly,rIfrESINlI
37880,refreshment,rIfrESm@nt
37881,refreshments,rIfrESm@nts
37882,refrigerant,rIfrIdZ@r@nt
37883,refrigerant,rIfrIdZ@r@nt
37884,refrigerate,rIfrIdZ@reIt
37885,refrigeration,"rIfrIdZ@reISn,"
37886,refrigerator,rIfrIdZ@reIt@rɞ
37887,reft,rEft
37888,refuel,rifjU@l
37889,refuge,rEfjudZ
37890,refugee,rEfjUdZi
37891,refulgence,rIfVldZ@ns
37892,refulgent,rIfVldZ@nt
37893,refund,rifVnd
37894,refund,rifVnd
37895,refurbish,rif3bIS
37896,refusal,"rIfjuzl,"
37897,refuse,rEfjus
37898,refuse,rIfjuz
37899,refuse-collector,rEfjusk@lEkt@rɞ
37900,refusedump,rEfjusdVmp
37901,refutable,"rEfjUt@bl,"
37902,refutation,"rEfjuteISn,"
37903,refute,rIfjut
37904,regain,rIgeIn
37905,regal,"rigl,"
37906,regaleon,rIgeIlOn
37907,regalewith,rIgeIlwID
37908,regalia,rIgeIlj@
37909,regally,rig@lI
37910,regard,rIgAd
37911,regard,rIgAd
37912,regardas,rIgAdɑz
37913,regardful,rIgAdfUl
37914,regarding,rIgAdIN
37915,regardless,rIgAdlIs
37916,regardlessof,rIgAdlIsOv
37917,regards,rIgAdz
37918,regatta,rIgɑt@
37919,regency,ridZ@nsI
37920,Regency,ridZ@nsI
37921,Regency,ridZ@nsI
37922,regenerate,rIdZEn@reIt
37923,regenerate,rIdZEn@r@t
37924,regeneration,"rIdZEn@reISn,"
37925,regent,ridZ@nt
37926,regent,ridZ@nt
37927,reggae,rEgeI
37928,regicide,rEdZIsaId
37929,regime,reIZim
37930,regimen,rEdZImEn
37931,regiment,rEdZIm@nt
37932,regiment,rEdZImEnt
37933,regimental,"rEdZImEntl,"
37934,regimentals,"rEdZImEntl,z"
37935,regimentation,"rEdZImEnteISn,"
37936,Regina,rIdZaIn@
37937,region,ridZ@n
37938,regional,"ridZ@nl,"
37939,regionally,"ridZn,@lI"
37940,regions,ridZ@nz
37941,register,rEdZIst@rɞ
37942,register,rEdZIst@rɞ
37943,registeredmail,rEdZIst@dmeIl
37944,registerednurse,rEdZIst@dn3s
37945,registeredpost,rEdZIst@dp@Ust
37946,registeroffice,rEdZIst@OfIs
37947,registrar,rEdZIstrArɞ
37948,registration,"rEdZIstreISn,"
37949,registrationbook,"rEdZIstreISn,bUk"
37950,registrationnumber,"rEdZIstreISn,nVmb@rɞ"
37951,registry,rEdZIstrI
37952,registryoffice,rEdZIstrIOfIs
37953,Regiusprofessor,ridZj@spr@fEs@rɞ
37954,regnant,rEgn@nt
37955,regress,rIgrEs
37956,regression,"rIgrESn,"
37957,regressive,rIgrEsIv
37958,regret,rIgrEt
37959,regret,rIgrEt
37960,regretful,rIgrEtfUl
37961,regretfully,rIgrEtfUlI
37962,regretfulness,rIgrEtfUlnIs
37963,regrets,rIgrEts
37964,regrettable,"rIgrEt@bl,"
37965,regrettably,rIgrEt@blI
37966,regroup,rigrup
37967,regular,rEgjUl@rɞ
37968,regular,rEgjUl@rɞ
37969,regularity,rEgjUlɑr@tI
37970,regularization,"rEgjUl@raIzeISn,"
37971,regularize,rEgjUl@raIz
37972,regularly,rEgjUl@lI
37973,regulate,rEgjUleIt
37974,regulation,"rEgjUleISn,"
37975,regulator,rEgjUleIt@rɞ
37976,regulo,rEgjUl@U
37977,Regulo,rEgjUl@U
37978,regurgitate,rIg3dZIteIt
37979,regurgitation,"rIg3dZIteISn,"
37980,rehabilitate,ri@bIlIteIt
37981,rehabilitation,"ri@bIlIteISn,"
37982,rehash,rihɑS
37983,rehash,rihɑS
37984,rehear,rihI@rɞ
37985,rehearing,rihI@rIN
37986,rehearsal,"rIh3sl,"
37987,rehearse,rIh3s
37988,rehouse,rihaUz
37989,Reich,raIk
37990,reification,"reIIfIkeISn,"
37991,reify,reIIfaI
37992,reign,reIn
37993,reign,reIn
37994,reimburse,riImb3s
37995,reimbursement,riImb3sm@nt
37996,rein,reIn
37997,rein,reIn
37998,reinback,reInbɑk
37999,reincarnate,riInkAneIt
38000,reincarnate,riInkAneIt
38001,reincarnation,"riInkAneISn,"
38002,reindeer,reIndI@rɞ
38003,reinforce,riInfOs
38004,reinforcedconcrete,riInfOstkONkrit
38005,reinforcement,riInfOsm@nt
38006,reinforcements,riInfOsm@nt
38007,reinin,reInIn
38008,reins,reInz
38009,reinstate,riInsteIt
38010,reinstatement,riInsteItm@nt
38011,reinsurance,riInSOr@ns
38012,reinsure,riInSOrɞ
38013,reinup,reInVp
38014,reissue,riISu
38015,reissue,riISu
38016,reiterate,riIt@reIt
38017,reiteration,"riIt@reISn,"
38018,reject,ridZEkt
38019,reject,rIdZEkt
38020,rejection,"rIdZEkSn,"
38021,rejectionslip,"rIdZEkSn,slIp"
38022,rejig,ridZIg
38023,rejoice,rIdZOIs
38024,rejoicein,rIdZOIsIn
38025,rejoicing,rIdZOIsIN
38026,rejoicings,rIdZOIsINz
38027,rejoin,rIdZOIn
38028,rejoin,ridZOIn
38029,rejoinder,rIdZOInd@rɞ
38030,rejuvenate,rIdZuv@neIt
38031,rejuvenation,"rIdZuv@neISn,"
38032,rekindle,"rikIndl,"
38033,relapse,rIlɑps
